-BEGIN HEADER-
NASA/POWER SRB/FLASHFlux/MERRA2/GEOS 5.12.4 (FP-IT) 0.5 x 0.5 Degree Daily Averaged Data 
Dates (month/day/year): 01/01/2009 through 12/31/2020 
Location: Latitude  51.2202   Longitude 4.4131 
Elevation from MERRA-2: Average for 1/2x1/2 degree lat/lon region = 18.98 meters   Site = na 
Climate zone: na (reference Briggs et al: http://www.energycodes.gov) 
Value for missing model data cannot be computed or out of model availability range: -999 
Parameter(s): 
RH2M MERRA2 1/2x1/2 Relative Humidity at 2 Meters (%) 
T2M_MAX MERRA2 1/2x1/2 Maximum Temperature at 2 Meters (C) 
T2M_RANGE MERRA2 1/2x1/2 Temperature Range at 2 Meters (C) 
T2M_MIN MERRA2 1/2x1/2 Minimum Temperature at 2 Meters (C) 
PRECTOT MERRA2 1/2x1/2 Precipitation (mm day-1) 
WS50M MERRA2 1/2x1/2 Wind Speed at 50 Meters (m/s) 
T2M MERRA2 1/2x1/2 Temperature at 2 Meters (C) 
-END HEADER-
LAT,LON,YEAR,MO,DY,T2M_RANGE,T2M_MAX,T2M_MIN,T2M,WS50M,PRECTOT,RH2M
51.22021,4.41311,2009,05,05,    7.37,   15.15,    7.78,   11.99,    8.86,    2.39,   84.73
51.22021,4.41311,2009,05,06,    7.49,   16.59,    9.10,   12.62,    9.30,    0.70,   83.08
51.22021,4.41311,2009,05,07,   10.26,   18.60,    8.34,   13.53,    6.76,    0.40,   78.95
51.22021,4.41311,2009,05,08,    9.86,   15.87,    6.01,   11.42,    9.47,    1.06,   75.94
51.22021,4.41311,2009,05,09,   10.30,   15.65,    5.35,   10.70,    4.18,    0.40,   77.98
51.22021,4.41311,2009,05,10,   12.73,   20.06,    7.33,   14.07,    4.39,    0.48,   71.75
51.22021,4.41311,2009,05,11,   10.60,   17.76,    7.16,   12.57,   10.69,    1.11,   70.97
51.22021,4.41311,2009,05,12,   10.57,   16.21,    5.64,   11.74,   10.52,    1.73,   74.20
51.22021,4.41311,2009,05,13,    9.76,   18.88,    9.12,   14.43,    6.69,    1.65,   80.28
51.22021,4.41311,2009,05,14,    7.25,   19.52,   12.27,   15.63,    2.66,   10.83,   86.39
51.22021,4.41311,2009,05,15,    8.72,   16.79,    8.07,   13.39,    5.59,    5.17,   88.03
51.22021,4.41311,2009,05,16,    9.80,   16.57,    6.77,   12.28,    8.51,    1.09,   80.79
51.22021,4.41311,2009,05,17,    7.24,   17.01,    9.77,   12.95,    8.30,    4.86,   80.45
51.22021,4.41311,2009,05,18,    8.33,   16.95,    8.62,   12.95,    8.19,    0.29,   74.94
51.22021,4.41311,2009,05,19,   10.39,   18.74,    8.35,   13.88,    5.54,    0.87,   74.73
51.22021,4.41311,2009,05,20,   10.68,   19.99,    9.31,   14.98,    2.92,    0.00,   68.26
51.22021,4.41311,2009,05,21,    9.01,   18.44,    9.43,   14.59,    4.48,    0.00,   74.47
51.22021,4.41311,2009,05,22,    9.01,   17.13,    8.12,   13.00,    6.03,    0.08,   73.73
51.22021,4.41311,2009,05,23,   13.50,   21.71,    8.21,   15.64,    3.38,    2.12,   71.25
51.22021,4.41311,2009,05,24,   11.17,   22.57,   11.40,   17.12,    3.64,    0.01,   72.48
51.22021,4.41311,2009,05,25,   14.00,   25.28,   11.28,   18.95,    5.47,    2.32,   77.58
51.22021,4.41311,2009,05,26,    8.82,   18.65,    9.83,   14.93,    9.30,    8.53,   87.41
51.22021,4.41311,2009,05,27,    6.77,   15.12,    8.34,   12.10,    9.47,    1.13,   77.07
51.22021,4.41311,2009,05,28,    8.11,   18.83,   10.72,   15.05,    6.72,    0.77,   81.35
51.22021,4.41311,2009,05,29,   10.62,   19.95,    9.32,   15.11,    6.35,    0.02,   63.79
51.22021,4.41311,2009,05,30,   12.58,   21.17,    8.58,   15.68,    7.73,    0.00,   65.70
51.22021,4.41311,2009,05,31,   11.39,   22.14,   10.75,   17.33,    7.07,    0.03,   73.41
51.22021,4.41311,2009,06,01,   12.26,   24.34,   12.08,   18.38,    7.07,    0.07,   71.86
51.22021,4.41311,2009,06,02,   11.12,   21.36,   10.24,   15.86,    7.36,    0.06,   72.54
51.22021,4.41311,2009,06,03,    8.52,   17.40,    8.88,   13.12,    6.95,    0.09,   71.49
51.22021,4.41311,2009,06,04,    7.50,   14.83,    7.33,   11.30,    6.10,    0.20,   68.56
51.22021,4.41311,2009,06,05,    9.23,   15.98,    6.75,   11.60,    4.25,    0.24,   67.05
51.22021,4.41311,2009,06,06,    8.92,   15.72,    6.80,   11.58,    6.96,    0.05,   69.90
51.22021,4.41311,2009,06,07,    9.57,   16.05,    6.48,   12.02,    5.36,    3.49,   76.38
51.22021,4.41311,2009,06,08,    9.56,   18.89,    9.33,   14.07,    5.13,    8.12,   73.80
51.22021,4.41311,2009,06,09,    6.70,   18.17,   11.46,   14.81,    7.47,    7.40,   85.18
51.22021,4.41311,2009,06,10,    6.95,   17.65,   10.70,   14.09,    5.16,   17.61,   83.52
51.22021,4.41311,2009,06,11,    5.83,   16.68,   10.85,   13.68,    8.03,    8.45,   83.01
51.22021,4.41311,2009,06,12,    9.94,   18.72,    8.77,   13.93,    4.97,    0.13,   69.26
51.22021,4.41311,2009,06,13,   14.20,   22.14,    7.95,   16.68,    2.62,    0.09,   64.98
51.22021,4.41311,2009,06,14,    7.44,   19.64,   12.20,   16.72,    4.49,    6.13,   82.84
51.22021,4.41311,2009,06,15,    8.47,   19.92,   11.45,   15.65,    2.74,    1.59,   77.24
51.22021,4.41311,2009,06,16,    7.99,   18.84,   10.84,   15.36,    5.33,    1.08,   76.45
51.22021,4.41311,2009,06,17,   12.68,   22.31,    9.63,   17.37,    6.05,    0.07,   72.10
51.22021,4.41311,2009,06,18,    8.02,   20.92,   12.91,   17.00,    6.14,    0.25,   71.39
51.22021,4.41311,2009,06,19,    6.09,   17.84,   11.75,   14.94,    7.33,    0.19,   70.08
51.22021,4.41311,2009,06,20,    6.30,   17.24,   10.94,   14.24,    5.93,    0.62,   73.15
51.22021,4.41311,2009,06,21,    7.94,   17.49,    9.55,   13.84,    5.52,    4.11,   77.92
51.22021,4.41311,2009,06,22,   11.15,   19.12,    7.97,   14.54,    4.91,    0.02,   70.23
51.22021,4.41311,2009,06,23,   12.75,   21.80,    9.05,   16.38,    6.64,    0.02,   68.47
51.22021,4.41311,2009,06,24,   11.99,   22.90,   10.91,   17.78,    8.23,    0.00,   66.11
51.22021,4.41311,2009,06,25,   11.17,   24.89,   13.72,   19.72,    6.55,    0.86,   72.10
51.22021,4.41311,2009,06,26,   10.51,   25.69,   15.18,   20.64,    4.01,    2.41,   74.18
51.22021,4.41311,2009,06,27,    8.99,   23.91,   14.92,   19.84,    3.91,    1.88,   78.86
51.22021,4.41311,2009,06,28,   10.27,   24.56,   14.29,   20.03,    3.00,    0.44,   78.13
51.22021,4.41311,2009,06,29,   11.02,   26.07,   15.05,   20.63,    3.70,    0.40,   73.03
51.22021,4.41311,2009,06,30,   12.42,   26.87,   14.45,   21.14,    4.61,    0.05,   72.09
51.22021,4.41311,2009,07,01,   12.28,   26.66,   14.38,   21.19,    4.65,    0.05,   70.40
51.22021,4.41311,2009,07,02,   11.88,   28.45,   16.56,   23.24,    5.59,    0.36,   72.63
51.22021,4.41311,2009,07,03,   10.06,   25.15,   15.09,   21.01,    5.78,    0.78,   77.93
51.22021,4.41311,2009,07,04,   11.57,   25.23,   13.66,   20.17,    3.47,    0.05,   68.91
51.22021,4.41311,2009,07,05,    8.42,   23.67,   15.25,   20.05,    4.42,    1.39,   71.40
51.22021,4.41311,2009,07,06,    9.11,   22.11,   13.01,   17.71,    7.27,    1.58,   73.23
51.22021,4.41311,2009,07,07,    7.08,   19.71,   12.62,   16.37,    8.78,    7.88,   78.94
51.22021,4.41311,2009,07,08,    6.54,   18.22,   11.68,   15.50,    7.62,    5.74,   82.18
51.22021,4.41311,2009,07,09,    7.38,   18.12,   10.74,   14.57,    5.93,    3.53,   77.77
51.22021,4.41311,2009,07,10,    5.97,   17.61,   11.64,   14.81,    8.21,    1.44,   77.36
51.22021,4.41311,2009,07,11,    7.74,   20.24,   12.51,   16.87,    5.96,    1.84,   80.37
51.22021,4.41311,2009,07,12,    9.23,   21.77,   12.54,   17.72,    7.62,    5.26,   82.81
51.22021,4.41311,2009,07,13,   11.03,   22.70,   11.67,   18.08,    4.90,    0.07,   72.90
51.22021,4.41311,2009,07,14,    8.43,   23.58,   15.15,   19.89,    4.22,    0.37,   69.62
51.22021,4.41311,2009,07,15,    8.42,   23.30,   14.88,   19.20,    8.22,    0.12,   68.33
51.22021,4.41311,2009,07,16,   12.39,   25.37,   12.99,   20.29,    5.19,    0.01,   64.42
51.22021,4.41311,2009,07,17,    7.32,   21.40,   14.08,   18.48,    8.80,    4.06,   73.14
51.22021,4.41311,2009,07,18,    6.59,   20.08,   13.49,   16.48,   10.38,    3.38,   75.01
51.22021,4.41311,2009,07,19,    6.57,   19.83,   13.26,   16.53,    8.67,    4.48,   76.54
51.22021,4.41311,2009,07,20,    7.08,   20.28,   13.20,   16.82,    7.02,    1.49,   74.19
51.22021,4.41311,2009,07,21,   12.10,   25.87,   13.77,   20.76,    4.53,    4.01,   78.31
51.22021,4.41311,2009,07,22,    8.66,   24.78,   16.12,   20.10,    6.69,    3.08,   76.96
51.22021,4.41311,2009,07,23,    5.35,   20.04,   14.69,   17.20,    4.51,   10.16,   83.94
51.22021,4.41311,2009,07,24,    7.70,   20.61,   12.90,   16.52,    8.56,    3.93,   79.19
51.22021,4.41311,2009,07,25,    7.55,   20.70,   13.15,   16.96,    6.58,    1.01,   75.69
51.22021,4.41311,2009,07,26,   12.40,   23.73,   11.32,   18.25,    5.92,    0.03,   71.63
51.22021,4.41311,2009,07,27,   11.83,   24.85,   13.01,   18.22,    7.15,    3.11,   75.19
51.22021,4.41311,2009,07,28,    8.96,   21.35,   12.39,   17.63,    5.33,    0.15,   69.25
51.22021,4.41311,2009,07,29,    9.09,   23.24,   14.15,   18.93,    5.39,    1.18,   72.95
51.22021,4.41311,2009,07,30,    8.02,   20.32,   12.30,   16.56,   10.07,    0.85,   71.86
51.22021,4.41311,2009,07,31,   10.38,   21.90,   11.52,   17.04,    3.59,    0.04,   67.70
51.22021,4.41311,2009,08,01,   12.02,   25.48,   13.45,   19.90,    5.32,    0.10,   63.04
51.22021,4.41311,2009,08,02,    5.90,   19.06,   13.16,   16.93,    4.76,    7.81,   81.47
51.22021,4.41311,2009,08,03,   10.85,   21.43,   10.58,   16.74,    3.13,    0.02,   65.33
51.22021,4.41311,2009,08,04,   12.68,   24.91,   12.23,   19.35,    5.24,    0.00,   61.39
51.22021,4.41311,2009,08,05,   12.75,   26.96,   14.21,   21.13,    4.84,    0.00,   55.23
51.22021,4.41311,2009,08,06,   13.75,   29.14,   15.39,   22.89,    4.03,    0.00,   56.31
51.22021,4.41311,2009,08,07,   10.17,   26.33,   16.16,   20.96,    4.77,    0.31,   72.27
51.22021,4.41311,2009,08,08,    9.47,   24.02,   14.55,   19.10,    5.05,    0.08,   73.40
51.22021,4.41311,2009,08,09,   10.39,   23.40,   13.01,   18.43,    3.61,    0.07,   73.09
