-BEGIN HEADER-
NASA/POWER SRB/FLASHFlux/MERRA2/GEOS 5.12.4 (FP-IT) 0.5 x 0.5 Degree Daily Averaged Data 
Dates (month/day/year): 01/01/1983 through 12/31/2008 
Location: Latitude  51.2202   Longitude 4.4131 
Elevation from MERRA-2: Average for 1/2x1/2 degree lat/lon region = 18.98 meters   Site = na 
Climate zone: na (reference Briggs et al: http://www.energycodes.gov) 
Value for missing model data cannot be computed or out of model availability range: -999 
Parameter(s): 
T2M MERRA2 1/2x1/2 Temperature at 2 Meters (C) 
T2M_MIN MERRA2 1/2x1/2 Minimum Temperature at 2 Meters (C) 
T2M_RANGE MERRA2 1/2x1/2 Temperature Range at 2 Meters (C) 
T2M_MAX MERRA2 1/2x1/2 Maximum Temperature at 2 Meters (C) 
-END HEADER-
LAT,LON,YEAR,MO,DY,T2M_MAX,T2M_MIN,T2M,T2M_RANGE
51.22021,4.41311,1983,07,22,   24.90,   11.87,   19.35,   13.02
51.22021,4.41311,1983,07,23,   24.12,   15.85,   19.99,    8.28
51.22021,4.41311,1983,07,24,   23.29,   16.44,   19.91,    6.85
51.22021,4.41311,1983,07,25,   25.37,   15.03,   21.03,   10.33
51.22021,4.41311,1983,07,26,   26.61,   18.34,   21.87,    8.27
51.22021,4.41311,1983,07,27,   24.80,   17.97,   21.21,    6.83
51.22021,4.41311,1983,07,28,   22.99,   15.04,   19.19,    7.95
51.22021,4.41311,1983,07,29,   23.37,   14.38,   18.88,    8.99
51.22021,4.41311,1983,07,30,   26.05,   15.22,   20.86,   10.82
51.22021,4.41311,1983,07,31,   29.63,   17.12,   23.40,   12.51
51.22021,4.41311,1983,08,01,   22.48,   14.10,   19.25,    8.38
51.22021,4.41311,1983,08,02,   17.35,   11.77,   14.42,    5.59
51.22021,4.41311,1983,08,03,   19.71,   11.05,   15.11,    8.65
51.22021,4.41311,1983,08,04,   21.08,   10.33,   16.30,   10.75
51.22021,4.41311,1983,08,05,   20.14,   12.54,   16.54,    7.60
51.22021,4.41311,1983,08,06,   19.10,   13.10,   15.91,    6.00
51.22021,4.41311,1983,08,07,   22.10,   13.82,   18.18,    8.28
51.22021,4.41311,1983,08,08,   25.07,   13.49,   19.93,   11.58
51.22021,4.41311,1983,08,09,   26.72,   15.99,   21.47,   10.73
51.22021,4.41311,1983,08,10,   26.56,   15.98,   21.12,   10.59
51.22021,4.41311,1983,08,11,   24.62,   13.92,   18.98,   10.70
51.22021,4.41311,1983,08,12,   22.18,   11.83,   16.98,   10.35
51.22021,4.41311,1983,08,13,   18.91,   12.83,   15.80,    6.08
51.22021,4.41311,1983,08,14,   20.92,   12.26,   16.74,    8.66
51.22021,4.41311,1983,08,15,   23.09,   11.61,   17.92,   11.48
51.22021,4.41311,1983,08,16,   24.10,   13.97,   18.97,   10.13
51.22021,4.41311,1983,08,17,   22.47,   14.61,   18.53,    7.85
51.22021,4.41311,1983,08,18,   25.81,   15.04,   20.26,   10.77
51.22021,4.41311,1983,08,19,   28.22,   14.74,   21.70,   13.48
51.22021,4.41311,1983,08,20,   24.60,   17.52,   21.43,    7.08
51.22021,4.41311,1983,08,21,   24.13,   16.31,   19.78,    7.82
